Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
04/13/2018,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,5,27,10
04/13/2019,46,Ozone,Chico-East Avenue,06-007-0008,AQS,3,46,9,43,11
04/13/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,9,33,9
04/13/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,22,39,10
04/13/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,10,18,6
04/13/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,22,7,8
04/13/2024,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,1,12,3
04/14/2018,43,Ozone,Paradise - Airport,06-007-0007,AQS,3,43,6,34,8
04/14/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,37,11,52,4
04/14/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,9,22,11
04/14/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,21,29,14
04/14/2022,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,3,13,4
04/14/2023,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,12,46,16
04/14/2024,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,1,14,3
04/15/2018,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,8,36,4
04/15/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,48,13,52,6
04/15/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,17,36,14
04/15/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,26,41,8
04/15/2022,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,6,14,6
04/15/2023,53,PM2.5,Paradise - Theater,06-007-2002,AQS,2,48,14,53,8
04/15/2024,37,Ozone,Chico-East Avenue,06-007-0008,AQS,2,37,1,11,6
04/16/2018,43,Ozone,Paradise - Airport,06-007-0007,AQS,3,43,5,34,11
04/16/2019,41,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,37,5,41,7
04/16/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,16,29,11
04/16/2021,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,40,24,42,10
04/16/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,3,12,3
04/16/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,45,11,52,4
04/16/2024,38,PM2.5,Paradise-Clark,06-007-2003,AQS,2,38,6,38,7
04/17/2018,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,5,33,10
04/17/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,43,11,52,11
04/17/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,22,32,7
04/17/2021,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,14,27,7
04/17/2022,47,Ozone,Chico-East Avenue,06-007-0008,AQS,2,47,6,28,5
04/17/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,42,15,52,4
04/17/2024,35,Ozone,Chico-East Avenue,06-007-0008,AQS,2,35,6,33,8
04/18/2018,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,6,36,13
04/18/2019,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,19,58,9
04/18/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,19,34,3
04/18/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,10,24,8
04/18/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,7,22,7
04/18/2023,51,PM2.5,Paradise - Theater,06-007-2002,AQS,2,44,14,51,3
04/18/2024,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,13,28,8
04/19/2018,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,7,39,11
04/19/2019,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,17,56,8
04/19/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,17,29,5
04/19/2021,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,31,53,17
04/19/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,6,8,8
04/19/2023,48,PM2.5,Paradise - Theater,06-007-2002,AQS,2,44,19,48,5
04/19/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,12,35,8
04/20/2018,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,9,37,14
04/20/2019,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,9,42,8
04/20/2020,48,PM2.5,Paradise - Theater,06-007-2002,AQS,2,39,21,48,11
04/20/2021,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,35,53,7
04/20/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,17,6
04/20/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,43,21,52,11
04/20/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,11,41,4
04/21/2018,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,8,47,9
04/21/2019,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,5,31,7
04/21/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,17,36,8
04/21/2021,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,43,23,54,8
04/21/2022,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,4,13,5
04/21/2023,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,30,33,6
04/21/2024,37,Ozone,Chico-East Avenue,06-007-0008,AQS,2,37,6,25,5
04/22/2018,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,11,47,6
04/22/2019,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,8,41,9
04/22/2020,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,20,37,8
04/22/2021,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,49,51,61,7
04/22/2022,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,5,16,10
04/22/2023,34,Ozone,Chico-East Avenue,06-007-0008,AQS,2,34,.,25,7
04/22/2024,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,17,27,8
04/23/2018,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,17,54,7
04/23/2019,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,36,12,46,11
04/23/2020,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,13,16,6
04/23/2021,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,47,51,61,4
04/23/2022,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,3,13,6
04/23/2023,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,.,29,5
04/23/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,19,36,2
04/24/2018,77,Ozone,Paradise - Airport,06-007-0007,AQS,3,77,20,59,16
04/24/2019,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,51,24,54,10
04/24/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,10,22,6
04/24/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,22,36,3
04/24/2022,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,5,13,7
04/24/2023,51,Ozone,Chico-East Avenue,06-007-0008,AQS,2,51,.,36,7
04/24/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,16,39,4
04/25/2018,87,Ozone,Paradise - Airport,06-007-0007,AQS,2,87,23,57,15
04/25/2019,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,48,24,60,9
04/25/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,9,26,8
04/25/2021,35,Ozone,Paradise - Airport,06-007-0007,AQS,1,35,9,19,3
04/25/2022,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,12,49,.
04/25/2023,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,23,42,8
04/25/2024,38,Ozone,Paradise-Clark,06-007-2003,AQS,2,38,10,34,5
04/26/2018,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,31,60,7
04/26/2019,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,58,21,59,9
04/26/2020,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,23,34,6
04/26/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,5,23,6
04/26/2022,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,30,60,.
04/26/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,3,51,38,52,9
04/26/2024,35,Ozone,Chico-East Avenue,06-007-0008,AQS,2,35,2,10,4
04/27/2018,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,21,53,7
04/27/2019,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,54,32,63,8
04/27/2020,34,Ozone,Chico-East Avenue,06-007-0008,AQS,2,34,12,31,8
04/27/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,7,17,7
04/27/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,23,52,6
04/27/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,3,64,31,49,8
04/27/2024,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,3,7,4
04/28/2018,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,13,44,3
04/28/2019,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,19,61,8
04/28/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,13,23,8
04/28/2021,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,11,29,9
04/28/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,14,27,5
04/28/2023,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,45,56,9
04/28/2024,51,Ozone,Chico-East Avenue,06-007-0008,AQS,2,51,3,14,3
04/29/2018,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,6,41,5
04/29/2019,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,41,61,10
04/29/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,37,38,7
04/29/2021,64,Ozone,Paradise - Airport,06-007-0007,AQS,1,64,29,46,8
04/29/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,12,25,8
04/29/2023,74,Ozone,Chico-East Avenue,06-007-0008,AQS,2,74,31,46,5
04/29/2024,48,Ozone,Chico-East Avenue,06-007-0008,AQS,5,48,17,17,5
04/30/2018,47,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,39,8,47,10
04/30/2019,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,43,22,57,7
04/30/2020,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,19,28,5
04/30/2021,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,31,37,9
04/30/2022,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,.,37,.
04/30/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,36,28,3
04/30/2024,47,Ozone,Chico-East Avenue,06-007-0008,AQS,2,47,19,16,7
05/13/2018,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,26,54,3
05/13/2019,49,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,34,49,6
05/13/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,9,22,3
05/13/2021,105,Ozone,Paradise - Airport,06-007-0007,AQS,2,105,25,51,8
05/13/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,11,19,9
05/13/2023,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,14,28,6
05/13/2024,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,17,34,7
05/14/2018,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,31,51,5
05/14/2019,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,42,51,8
05/14/2020,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,9,26,3
05/14/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,33,55,8
05/14/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,4,15,8
05/14/2023,71,Ozone,Chico-East Avenue,06-007-0008,AQS,2,71,30,29,3
05/14/2024,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,19,43,9
05/15/2018,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,24,43,4
05/15/2019,47,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,35,10,47,8
05/15/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,8,19,6
05/15/2021,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,39,24,59,5
05/15/2022,37,Ozone,Chico-East Avenue,06-007-0008,AQS,1,37,7,17,5
05/15/2023,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,29,32,5
05/15/2024,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,21,36,11
05/16/2018,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,16,37,4
05/16/2019,41,Ozone,Paradise - Airport,06-007-0007,AQS,1,41,6,36,4
05/16/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,12,21,4
05/16/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,45,21,52,4
05/16/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,11,19,6
05/16/2023,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,32,44,7
05/16/2024,45,Ozone,Paradise-Clark,06-007-2003,AQS,2,45,.,36,.
05/17/2018,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,19,52,8
05/17/2019,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,38,6,46,6
05/17/2020,34,Ozone,Paradise - Airport,06-007-0007,AQS,1,34,5,19,1
05/17/2021,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,22,39,5
05/17/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,11,30,8
05/17/2023,58,Ozone,Chico-East Avenue,06-007-0008,AQS,3,58,34,52,9
05/17/2024,47,Ozone,Paradise-Clark,06-007-2003,AQS,.,47,.,42,.
05/18/2018,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,24,55,8
05/18/2019,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,42,6,44,5
05/18/2020,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,4,14,3
05/18/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,22,27,4
05/18/2022,43,Ozone,Chico-East Avenue,06-007-0008,AQS,1,43,21,17,6
05/18/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,35,48,8
05/18/2024,47,Ozone,Paradise-Clark,06-007-2003,AQS,.,47,.,41,.
05/19/2018,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,46,24,54,5
05/19/2019,46,Ozone,Paradise - Airport,06-007-0007,AQS,2,46,4,32,4
05/19/2020,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,3,11,5
05/19/2021,46,Ozone,Paradise - Airport,06-007-0007,AQS,1,46,27,39,3
05/19/2022,47,Ozone,Chico-East Avenue,06-007-0008,AQS,1,47,16,12,2
05/19/2023,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,39,51,8
05/19/2024,46,Ozone,Paradise-Clark,06-007-2003,AQS,.,46,.,38,.
05/20/2018,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,44,19,56,7
05/20/2019,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,5,43,10
05/20/2020,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,6,32,6
05/20/2021,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,17,17,1
05/20/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,15,17,3
05/20/2023,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,33,51,4
05/20/2024,47,Ozone,Chico-East Avenue,06-007-0008,AQS,1,47,.,27,.
05/21/2018,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,51,24,56,6
05/21/2019,38,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,36,4,38,4
05/21/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,21,4
05/21/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,15,23,5
05/21/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,5,6,8
05/21/2023,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,21,46,4
05/21/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,26,26,8
05/22/2018,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,54,28,58,8
05/22/2019,34,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,29,4,34,6
05/22/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,6,18,2
05/22/2021,36,Ozone,Paradise - Airport,06-007-0007,AQS,1,36,9,18,6
05/22/2022,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,5,11,6
05/22/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,25,51,7
05/22/2024,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,16,19,6
05/23/2018,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,19,52,5
05/23/2019,41,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,32,5,41,4
05/23/2020,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,4,14,6
05/23/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,1,42,14,36,4
05/23/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,14,34,2
05/23/2023,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,37,59,7
05/23/2024,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,25,14,8
05/24/2018,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,20,47,6
05/24/2019,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,11,52,6
05/24/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,6,28,7
05/24/2021,38,Ozone,Paradise - Airport,06-007-0007,AQS,1,38,15,28,6
05/24/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,17,29,3
05/24/2023,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,35,58,5
05/24/2024,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,24,42,6
05/25/2018,33,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,31,4,33,5
05/25/2019,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,42,10,55,3
05/25/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,8,29,7
05/25/2021,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,11,24,7
05/25/2022,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,11,15,8
05/25/2023,55,PM2.5,Paradise-Clark,06-007-2003,AQS,2,51,32,55,5
05/25/2024,32,Ozone,Chico-East Avenue,06-007-0008,AQS,2,32,9,29,4
05/26/2018,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,35,5,42,6
05/26/2019,37,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,37,2,37,4
05/26/2020,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,14,32,8
05/26/2021,48,Ozone,Paradise - Airport,06-007-0007,AQS,1,48,14,23,7
05/26/2022,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,23,28,5
05/26/2023,51,PM2.5,Paradise-Clark,06-007-2003,AQS,2,49,20,51,4
05/26/2024,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,9,31,4
05/27/2018,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,6,43,8
05/27/2019,43,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,35,6,43,2
05/27/2020,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,.,41,7
05/27/2021,58,Ozone,Paradise - Airport,06-007-0007,AQS,1,58,19,34,8
05/27/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,14,22,4
05/27/2023,45,PM2.5,Paradise-Clark,06-007-2003,AQS,2,44,17,45,4
05/27/2024,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,11,39,4
05/28/2018,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,6,37,12
05/28/2019,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,36,8,54,5
05/28/2020,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,19,32,9
05/28/2021,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,18,27,7
05/28/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,1,33,6,8,3
05/28/2023,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,15,44,4
05/28/2024,47,Ozone,Chico-East Avenue,06-007-0008,AQS,2,47,17,41,4
05/29/2018,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,13,52,11
05/29/2019,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,12,54,8
05/29/2020,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,26,37,5
05/29/2021,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,48,26,52,4
05/29/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,2,12,2
05/29/2023,46,PM2.5,Paradise-Clark,06-007-2003,AQS,2,42,19,46,3
05/29/2024,47,Ozone,Chico-East Avenue,06-007-0008,AQS,1,47,32,21,2
05/30/2018,61,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,35,61,5
05/30/2019,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,45,13,51,11
05/30/2020,31,Ozone,Paradise - Airport,06-007-0007,AQS,2,31,7,22,7
05/30/2021,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,51,20,54,7
05/30/2022,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,3,7,3
05/30/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,17,33,3
05/30/2024,44,Ozone,Paradise-Clark,06-007-2003,AQS,2,44,25,26,7
05/31/2018,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,42,21,54,8
05/31/2019,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,8,41,8
05/31/2020,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,8,26,7
05/31/2021,48,Ozone,Paradise - Airport,06-007-0007,AQS,1,48,17,47,7
05/31/2022,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,10,9,8
05/31/2023,47,PM2.5,Paradise-Clark,06-007-2003,AQS,2,44,19,47,3
05/31/2024,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,19,31,8
06/13/2018,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,14,56,13
06/13/2019,97,Ozone,Paradise - Airport,06-007-0007,AQS,2,97,28,59,8
06/13/2020,33,Ozone,Paradise - Airport,06-007-0007,AQS,1,33,.,22,5
06/13/2021,21,Ozone,Paradise - Airport,06-007-0007,AQS,1,21,9,12,4
06/13/2022,35,Ozone,Chico-East Avenue,06-007-0008,AQS,1,35,8,14,3
06/13/2023,45,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,19,45,6
06/13/2024,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,27,57,4
06/14/2018,93,Ozone,Paradise - Airport,06-007-0007,AQS,2,93,16,55,7
06/14/2019,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,26,56,7
06/14/2020,32,Ozone,Paradise - Airport,06-007-0007,AQS,1,32,.,25,7
06/14/2021,32,Ozone,Paradise - Airport,06-007-0007,AQS,1,32,12,16,4
06/14/2022,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,9,24,7
06/14/2023,51,PM2.5,Paradise-Clark,06-007-2003,AQS,2,45,24,51,8
06/14/2024,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,58,32,63,5
06/15/2018,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,23,60,7
06/15/2019,54,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,24,54,6
06/15/2020,32,Ozone,Paradise - Airport,06-007-0007,AQS,2,32,.,18,7
06/15/2021,42,Ozone,Paradise - Airport,06-007-0007,AQS,1,42,13,32,6
06/15/2022,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,16,26,7
06/15/2023,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,18,33,7
06/15/2024,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,16,28,5
06/16/2018,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,26,58,5
06/16/2019,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,17,53,5
06/16/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,.,14,1
06/16/2021,67,Ozone,Paradise - Airport,06-007-0007,AQS,1,67,14,38,8
06/16/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,14,31,3
06/16/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,26,51,20
06/16/2024,38,Ozone,Chico-East Avenue,06-007-0008,AQS,1,38,6,9,1
06/17/2018,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,1,48,15,55,4
06/17/2019,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,26,55,11
06/17/2020,39,Ozone,Paradise - Airport,06-007-0007,AQS,1,39,.,18,7
06/17/2021,83,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,74,40,83,29
06/17/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,14,22,2
06/17/2023,54,PM2.5,Paradise-Clark,06-007-2003,AQS,2,47,24,54,3
06/17/2024,57,PM10,Chico-East Avenue,06-007-0008,AQS,1,37,57,32,5
06/18/2018,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,14,55,8
06/18/2019,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,18,52,8
